#dig start(33;33)
 ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, 
 ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, 
 ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, 
 ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, 
 , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , 
 , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , 
 , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , 
 , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , 
 , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , 
 , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , 
 , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , 
 , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , 
 , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , 
 , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , 
 , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , 
 , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , 
 , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , 
 , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , 
 , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , 
 , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , 
 , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,t,t,t,t,t,t,t,t,t,t,t,t,t, , , , , , , , , , , , , , , , , , , , , , , , , , 
